,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
47729464,2009-07-31 09:29:00.000000167,6.5,2009-07-31 09:29:00 UTC,-74.00054499999999,40.737462,-74.00954499999999,40.713217,5
46435788,2015-05-15 18:58:16.0000001,43.0,2015-05-15 18:58:16 UTC,-73.86270141601562,40.768959045410156,-73.99909210205078,40.74182891845703,2
7215780,2012-12-04 22:12:00.000000212,8.0,2012-12-04 22:12:00 UTC,-73.984463,40.742792,-73.97735,40.761375,5
40831100,2015-04-21 01:38:11.0000001,6.0,2015-04-21 01:38:11 UTC,-73.95018768310547,40.71929550170898,-73.94046020507811,40.724212646484375,1
31282042,2013-05-03 18:26:00.000000265,4.0,2013-05-03 18:26:00 UTC,-73.988752,40.758687,-73.98508000000001,40.773771999999994,1
20318457,2010-03-30 21:29:00.00000064,3.7,2010-03-30 21:29:00 UTC,-73.984218,40.732007,-73.979443,40.727616999999995,5
21080437,2012-03-07 17:34:45.0000004,10.1,2012-03-07 17:34:45 UTC,-73.99268000000001,40.768321,-74.00233,40.746864,2
5838487,2015-01-30 22:04:27.0000001,18.0,2015-01-30 22:04:27 UTC,-73.95474243164062,40.68746948242188,-73.98821258544923,40.73051071166992,1
52854856,2009-02-04 18:22:03.0000007,5.7,2009-02-04 18:22:03 UTC,-73.988433,40.737176,-73.981018,40.747329,1
21689516,2012-06-10 15:18:00.00000069,6.5,2012-06-10 15:18:00 UTC,-73.964187,40.757303,-73.98338199999999,40.743835,1
40522164,2009-05-15 21:06:32.00000011,35.3,2009-05-15 21:06:32 UTC,-73.77674300000001,40.645374,-73.91340799999999,40.745943,1
2111231,2012-07-19 17:49:00.000000205,6.1,2012-07-19 17:49:00 UTC,-73.997893,40.735896999999994,-74.00654300000001,40.746245,5
38160009,2011-06-19 18:23:00.00000065,4.9,2011-06-19 18:23:00 UTC,-73.98575799999999,40.753254999999996,-73.98142,40.746513,1
10540899,2011-07-22 22:06:41.0000001,6.1,2011-07-22 22:06:41 UTC,-73.9956,40.754782,-74.002493,40.734401,1
10601778,2013-02-25 15:56:00.000000112,10.0,2013-02-25 15:56:00 UTC,-73.976022,40.760040000000004,-73.982853,40.74504,1
26536581,2014-06-15 15:25:59.0000001,10.5,2014-06-15 15:25:59 UTC,-73.98860400000001,40.778445,-73.99493100000001,40.749953999999995,1
52914369,2012-04-25 18:17:58.0000002,8.9,2012-04-25 18:17:58 UTC,-73.997975,40.720503,-74.001847,40.737797,1
17358122,2010-08-20 19:39:48.0000003,6.5,2010-08-20 19:39:48 UTC,0.0,0.0,0.0,0.0,1
55198695,2013-03-28 14:03:00.000000174,13.0,2013-03-28 14:03:00 UTC,-74.006395,40.749657,-73.978468,40.753896999999995,5
9147772,2012-01-25 00:20:00.00000014,6.9,2012-01-25 00:20:00 UTC,-73.990318,40.737122,-73.97627,40.744955,1
14653045,2009-11-02 09:27:00.000000171,9.7,2009-11-02 09:27:00 UTC,-73.982613,40.771843,-73.978862,40.754318,2
48128338,2009-09-12 01:47:00.00000092,10.1,2009-09-12 01:47:00 UTC,-73.980253,40.765254999999996,-73.974253,40.731925,2
40598638,2011-07-06 17:15:14.0000002,9.7,2011-07-06 17:15:14 UTC,-73.954797,40.767289,-73.974788,40.754888,1
8791172,2010-09-21 12:38:00.00000017,5.3,2010-09-21 12:38:00 UTC,-73.956158,40.781593,-73.966138,40.773645,1
14280426,2010-01-14 06:47:15.0000002,5.7,2010-01-14 06:47:15 UTC,-73.991201,40.750336,-73.977786,40.752390000000005,1
26009783,2014-11-10 05:48:48.0000001,7.5,2014-11-10 05:48:48 UTC,-73.97513199999999,40.73302,-73.977113,40.752058,1
30203807,2010-09-10 16:28:00.00000045,10.5,2010-09-10 16:28:00 UTC,-73.995627,40.749295000000004,-73.965087,40.771609999999995,1
38938355,2010-11-24 18:13:00.000000149,6.1,2010-11-24 18:13:00 UTC,-73.985523,40.760627,-73.98918499999999,40.774452000000004,1
31583447,2015-04-04 22:40:32.0000001,6.5,2015-04-04 22:40:32 UTC,-74.00299072265625,40.73112869262695,-74.00541687011719,40.74004364013672,1
1988725,2009-01-04 13:51:00.00000053,7.7,2009-01-04 13:51:00 UTC,-73.962497,40.76308,-73.98472,40.736343,1
40863188,2010-03-20 15:43:00.000000107,6.9,2010-03-20 15:43:00 UTC,0.0,0.0,0.0,0.0,2
37286529,2010-09-22 00:13:20.0000001,6.1,2010-09-22 00:13:20 UTC,-74.001561,40.735996,-73.986623,40.747370000000004,2
13917019,2009-06-02 00:29:00.00000029,8.9,2009-06-02 00:29:00 UTC,-74.008055,40.711553,-73.997185,40.679587,1
53369902,2013-08-18 01:30:00.00000011,9.0,2013-08-18 01:30:00 UTC,-73.978163,40.74563,-73.952042,40.773192,2
42367206,2014-09-23 00:15:52.0000004,15.0,2014-09-23 00:15:52 UTC,-73.994126,40.750917,-73.949428,40.781335999999996,1
34326211,2015-01-14 21:56:18.0000001,15.0,2015-01-14 21:56:18 UTC,-73.98861694335938,40.74912643432617,-73.95635986328125,40.747520446777344,4
17436771,2009-09-03 14:52:00.000000131,12.9,2009-09-03 14:52:00 UTC,-74.010698,40.710985,-73.991138,40.750717,1
33481580,2014-04-21 20:40:00.00000077,7.5,2014-04-21 20:40:00 UTC,-73.976543,40.788207,-73.954575,40.777842,1
27401654,2015-04-06 19:31:59.0000004,9.5,2015-04-06 19:31:59 UTC,-74.006591796875,40.74441146850585,-73.9863739013672,40.74319076538085,2
29572239,2011-09-13 12:05:30.0000003,5.3,2011-09-13 12:05:30 UTC,-73.965744,40.754379,-73.9672,40.765066999999995,1
10381393,2015-02-10 15:21:15.0000002,8.0,2015-02-10 15:21:15 UTC,-73.99436950683594,40.74667739868164,-73.97766876220702,40.73911666870117,1
27114350,2009-12-01 11:47:00.00000079,11.3,2009-12-01 11:47:00 UTC,-73.944435,40.778137,-73.980463,40.782295,3
26097408,2015-06-16 09:54:20.0000006,38.54,2015-06-16 09:54:20 UTC,-73.86276245117188,40.76879119873047,-73.9787368774414,40.7530403137207,6
23831436,2009-09-04 10:58:06.0000005,6.1,2009-09-04 10:58:06 UTC,-73.968942,40.785745,-73.963131,40.774204,1
11373696,2015-02-13 23:24:04.0000008,18.0,2015-02-13 23:24:04 UTC,-73.98103332519531,40.75872802734375,-73.95498657226562,40.73442077636719,2
36637366,2015-04-04 11:38:38.0000005,6.0,2015-04-04 11:38:38 UTC,-73.98799133300781,40.7493782043457,-73.98880767822266,40.75851821899415,1
24780231,2013-05-10 15:10:00.000000103,12.5,2013-05-10 15:10:00 UTC,-73.991377,40.70255,-73.999735,40.734407,1
20784752,2010-04-13 00:10:05.0000002,16.5,2010-04-13 00:10:05 UTC,-73.98715200000001,40.750756,-73.90238000000001,40.741637,1
30446427,2013-01-30 14:17:55.0000001,5.5,2013-01-30 14:17:55 UTC,-73.97497800000001,40.762812,-73.981365,40.756102,1
30087952,2011-10-19 10:19:31.0000003,13.7,2011-10-19 10:19:31 UTC,-73.992956,40.754508,-73.99911800000001,40.722575,1
43372207,2010-11-15 18:45:00.000000125,8.9,2010-11-15 18:45:00 UTC,-74.00662,40.704113,-74.009975,40.735007,1
9127290,2015-02-10 05:50:51.0000001,4.0,2015-02-10 05:50:51 UTC,-73.94662475585938,40.77677917480469,-73.95352935791014,40.7799072265625,5
30246428,2010-05-24 17:57:00.000000197,4.9,2010-05-24 17:57:00 UTC,-73.976452,40.780742,-73.98034200000001,40.770672999999995,2
31449635,2010-06-01 14:13:38.0000001,4.9,2010-06-01 14:13:38 UTC,-73.968681,40.754807,-73.97859,40.756029,1
31451546,2012-09-19 13:52:17.0000002,8.5,2012-09-19 13:52:17 UTC,-73.95854200000001,40.780734,-73.975443,40.777021999999995,2
19725860,2011-02-14 10:17:48.0000003,3.7,2011-02-14 10:17:48 UTC,-73.980351,40.780344,-73.980011,40.785561,1
5154278,2014-06-24 09:52:00.00000059,6.5,2014-06-24 09:52:00 UTC,-74.01512199999999,40.715795,-74.008495,40.72814,5
17180598,2009-09-08 20:54:13.0000005,4.9,2009-09-08 20:54:13 UTC,-73.97646999999999,40.735987,-73.981563,40.728817,1
13392014,2012-01-12 16:39:00.00000058,9.3,2012-01-12 16:39:00 UTC,-73.95428199999999,40.764102,-73.973425,40.782708,1
19277580,2012-10-16 13:13:00.00000063,29.0,2012-10-16 13:13:00 UTC,-73.8709,40.7738,-73.98174200000001,40.767455,1
38125478,2010-01-29 19:26:41.0000001,6.5,2010-01-29 19:26:41 UTC,-73.985129,40.778954,-73.98058499999999,40.765687,1
5461708,2009-01-26 20:46:01.0000005,8.2,2009-01-26 20:46:01 UTC,-73.98349,40.765833,-73.96135100000001,40.768865999999996,1
7751113,2013-05-30 20:38:11.0000001,11.0,2013-05-30 20:38:11 UTC,-73.988536,40.753910999999995,-73.989873,40.726236,3
54642873,2014-01-22 21:01:18.0000004,4.5,2014-01-22 21:01:18 UTC,-73.992937,40.75778,-73.992937,40.75778,1
27506709,2013-06-08 07:24:00.00000040,4.5,2013-06-08 07:24:00 UTC,-73.992667,40.753087,-73.986788,40.761582000000004,5
51756123,2014-04-19 02:10:00.000000112,9.0,2014-04-19 02:10:00 UTC,-73.997222,40.763667,-74.01061700000001,40.730022,3
17269533,2010-07-14 17:38:00.000000133,14.5,2010-07-14 17:38:00 UTC,0.001782,0.007379999999999999,0.000875,0.0056700000000000006,1
54793835,2013-10-14 20:28:00.00000033,5.0,2013-10-14 20:28:00 UTC,-73.97274,40.798322,-73.961262,40.806461999999996,1
8293300,2012-06-26 08:43:49.0000002,7.3,2012-06-26 08:43:49 UTC,-73.989391,40.752278000000004,-73.972785,40.74995,1
5009370,2015-02-26 02:30:00.0000002,9.5,2015-02-26 02:30:00 UTC,-73.98402404785155,40.72166061401367,-74.01074981689453,40.716812133789055,1
36309121,2015-02-18 01:55:20.0000002,7.5,2015-02-18 01:55:20 UTC,-74.00408172607422,40.74240112304688,-73.98440551757811,40.74317169189453,1
20868327,2010-11-13 00:25:33.0000004,7.7,2010-11-13 00:25:33 UTC,-73.97444499999999,40.764015,-73.983595,40.744184000000004,2
32588688,2009-05-26 21:57:00.000000119,9.7,2009-05-26 21:57:00 UTC,-74.007912,40.73873,-73.97750500000001,40.761727,1
38184582,2015-01-16 19:54:02.0000004,15.0,2015-01-16 19:54:02 UTC,-74.00211334228516,40.75183868408203,-73.9917221069336,40.72645950317383,1
17545146,2013-05-16 22:16:45.0000004,8.0,2013-05-16 22:16:45 UTC,-73.99575899999999,40.759149,-73.991388,40.750227,3
8052480,2010-10-06 19:29:00.000000133,13.7,2010-10-06 19:29:00 UTC,-73.985623,40.763017,-74.009812,40.719408,5
5214708,2015-01-10 12:39:47.0000003,6.0,2015-01-10 12:39:47 UTC,-73.98212432861328,40.75581741333008,-73.9708251953125,40.7557487487793,1
53047121,2011-06-17 21:30:00.00000012,7.7,2011-06-17 21:30:00 UTC,-73.977147,40.789653,-73.954115,40.773782000000004,5
29154546,2011-09-14 20:56:00.000000197,10.5,2011-09-14 20:56:00 UTC,-73.981387,40.758807,-73.947467,40.779305,1
51762242,2013-01-30 18:53:09.0000005,22.0,2013-01-30 18:53:09 UTC,-73.983363,40.744282,-73.973965,40.795451,1
31785067,2014-03-25 20:14:00.0000003,7.5,2014-03-25 20:14:00 UTC,-73.97287,40.76444,-73.98841999999999,40.76914,1
17010919,2015-02-25 19:43:28.0000009,11.5,2015-02-25 19:43:28 UTC,-73.96995544433594,40.78917694091797,-73.9461669921875,40.77772903442383,5
3653533,2012-03-02 20:16:00.0000009,4.5,2012-03-02 20:16:00 UTC,-73.98613,40.763425,-73.977522,40.765007000000004,5
32235333,2011-05-05 20:41:00.000000101,8.1,2011-05-05 20:41:00 UTC,-73.96494,40.775277,-73.975652,40.791703000000005,1
17711691,2012-01-25 10:01:00.0000004,14.5,2012-01-25 10:01:00 UTC,-73.954252,40.7665,-73.989683,40.736847,1
2415914,2012-11-17 23:42:10.0000008,18.0,2012-11-17 23:42:10 UTC,-73.96534399999999,40.806353,-73.97635799999999,40.750622,1
30864447,2010-09-10 01:17:00.0000006,8.1,2010-09-10 01:17:00 UTC,-73.982563,40.727365,-73.953233,40.777547999999996,1
29942923,2011-09-13 13:21:49.0000001,4.5,2011-09-13 13:21:49 UTC,-73.99502700000001,40.744631,-74.000213,40.7352,1
41777976,2011-10-08 20:06:00.00000079,3.3,2011-10-08 20:06:00 UTC,-74.001113,40.741735,-73.998253,40.745095,3
13293785,2012-05-13 13:54:45.0000001,19.7,2012-05-13 13:54:45 UTC,-73.963411,40.798469,-74.00077900000001,40.729345,1
49798166,2012-04-14 02:17:00.00000093,8.1,2012-04-14 02:17:00 UTC,-73.981785,40.763397,-74.004152,40.742437,1
39400897,2010-09-24 12:14:00.00000089,6.5,2010-09-24 12:14:00 UTC,-73.972497,40.75278,-73.95885,40.763898,3
49202586,2014-05-28 01:00:00.00000073,14.5,2014-05-28 01:00:00 UTC,-74.005477,40.738575,-73.97272199999999,40.756735,5
51452192,2009-05-12 10:32:00.000000154,24.0,2009-05-12 10:32:00 UTC,-73.98155799999999,40.783752,-73.900931,40.893366,1
45317989,2012-08-07 20:53:18.0000001,10.5,2012-08-07 20:53:18 UTC,-73.96593,40.805358,-73.949923,40.778868,1
41858701,2009-09-24 16:21:42.0000001,8.9,2009-09-24 16:21:42 UTC,-73.95208000000001,40.790119,-73.963637,40.79809,1
